user_id,household_size,num_adults,num_children,location_type,life_stage,employment_status,monthly_household_income,income_stability,credit_score,total_debt,monthly_debt_payments,rent_or_mortgage,savings_goal_monthly,has_health_insurance,financial_goal_type,emergency_fund_months,savings_rate_percentage,debt_to_income_ratio,housing_cost_ratio,monthly_savings_actual,financial_health_score,optimization_priority
f69df5db-4494-4fdc-9e77-5e524e684164,1,1,0,suburban,retiree,retired,4452,stable,538,13670.45,566.57,1716.07,527.63,True,other,1.73,10.39,12.73,38.55,462.43,58,medium
6867cd2f-9dd8-4a6a-a6b7-38186e7c1fd7,2,2,0,urban,empty_nesters,employed,11762,stable,738,154183.33,7377.9,3619.95,715.17,False,retirement,0.0,-19.49,62.73,30.78,-2291.92,0,critical
ebfc15c1-bbed-4e9d-b512-b9436a0a6d25,4,2,2,urban,young_family,employed,7674,stable,552,231579.44,6746.13,3487.43,751.25,True,home,0.0,-79.52,87.91,45.44,-6102.07,0,critical
736f87a6-0e05-4035-af50-7b71e5171c9f,1,1,0,urban,young_professional,employed,6018,stable,510,1532.59,44.97,2309.39,327.07,True,emergency_fund,4.19,17.96,0.75,38.37,1081.04,90,none
cb4b47c3-2359-4345-8a7c-e2fdc60de6bc,2,2,0,rural,empty_nesters,employed,9793,stable,628,63847.77,1292.48,2260.43,1575.81,True,retirement,11.61,44.82,13.2,23.08,4388.78,87,none
321adfa4-70e2-413f-8aa9-137708204b3c,5,2,3,rural,established_family,employed,13648,stable,760,233994.59,6448.69,3231.06,2439.01,True,retirement,0.0,-8.69,47.25,23.67,-1186.27,0,critical
bd6e5323-6e70-41c4-a350-29c375199d7d,2,2,0,suburban,empty_nesters,employed,9771,stable,664,276588.8,4493.66,4175.94,995.41,True,retirement,0.0,-17.41,45.99,42.74,-1701.12,0,critical
517697be-a433-4712-9056-1fec97cebb6c,5,2,3,suburban,established_family,employed,11420,stable,642,90778.74,1298.61,3826.45,2008.56,True,retirement,1.43,8.96,11.37,33.51,1023.28,55,medium
b8a5921c-a772-4ef5-acaf-51bf27d76406,2,2,0,urban,empty_nesters,employed,7540,variable,630,26189.73,764.29,2644.27,1262.05,True,retirement,3.39,16.07,10.14,35.07,1211.97,75,low
2d0928fd-13c1-46bd-841c-be04c1a1af8b,1,1,0,urban,young_professional,employed,6785,variable,539,188469.43,5503.14,2120.54,1064.32,True,emergency_fund,0.0,-41.79,81.11,31.25,-2835.27,0,critical
f77b1c7c-0d6b-47db-a35a-5dad5a89f32f,1,1,0,urban,young_professional,employed,6241,stable,524,202193.11,3146.76,3056.66,1008.7,True,emergency_fund,0.0,-23.58,50.42,48.98,-1471.84,0,critical
d71b8150-ad9d-4efd-8623-63800b35391f,1,1,0,suburban,young_professional,employed,4457,stable,365,44671.61,1376.73,1502.12,434.59,True,emergency_fund,0.03,0.22,30.89,33.7,9.6,17,critical
a5155900-6608-4c14-9e3a-7058211adcbd,3,2,1,rural,young_family,employed,6045,stable,574,204927.6,4270.68,906.75,572.22,True,home,0.0,-37.7,70.65,15.0,-2279.17,0,critical
da7181b9-4b59-4904-a6c8-9268819d9d60,3,2,1,urban,young_family,employed,9353,stable,613,11207.89,409.1,2229.9,1783.84,True,home,7.71,29.54,4.37,23.84,2763.01,96,none
641fa592-11bb-470d-8038-3f6546264362,4,2,2,rural,established_family,employed,10483,seasonal,667,300063.51,3071.99,3786.89,559.08,True,retirement,0.0,-7.37,29.3,36.12,-772.97,5,critical
7622a729-eafb-4cea-a329-2ab9747b2cb2,3,2,1,rural,young_family,employed,6272,stable,537,107966.64,5335.91,1566.75,477.58,True,home,0.0,-50.57,85.08,24.98,-3171.46,0,critical
29664c2e-0c6e-447e-9473-d716b941727e,1,1,0,urban,young_professional,employed,6633,stable,531,170534.29,1936.76,1923.37,1061.28,True,emergency_fund,0.25,1.47,29.2,29.0,97.36,22,high
367d77e4-516f-4ec8-8cfb-218c33deecf5,3,2,1,urban,young_family,employed,9040,stable,675,14591.54,330.76,3856.41,1609.27,False,home,2.69,15.64,3.66,42.66,1414.1,78,low
0a12dcd5-3d75-415d-9802-f25dbc8a852c,4,2,2,suburban,established_family,employed,12390,stable,727,290639.62,10600.9,3912.89,629.33,True,retirement,0.0,-53.72,85.56,31.58,-6655.5,0,critical
3f234010-b3b6-484b-a778-7b64ed452742,2,2,0,rural,retiree,retired,3535,stable,341,18634.37,638.91,1089.8,435.25,False,other,0.0,-11.71,18.07,30.83,-414.01,10,critical
c89482ab-5c82-4839-8181-3c83a9b0c5b9,1,1,0,urban,young_professional,employed,5173,stable,475,16253.7,738.93,1013.31,378.88,True,emergency_fund,10.06,40.06,14.28,19.59,2072.51,87,none
cfdd285a-76c4-4e8f-bcef-b42105eee147,1,1,0,rural,young_professional,employed,5027,stable,512,156838.87,7762.28,1639.22,518.65,True,emergency_fund,0.0,-131.03,154.41,32.61,-6587.03,0,critical
ced6057c-9bd6-4439-b1e5-79becb83c62e,1,1,0,urban,young_professional,employed,4498,stable,554,83171.09,2831.98,917.27,787.32,True,emergency_fund,0.0,-30.52,62.96,20.39,-1372.74,0,critical
70f0c9c6-2f77-4d43-b09b-d980e32f5243,3,2,1,urban,young_family,employed,6211,stable,624,101093.01,4228.54,2380.83,439.57,True,home,0.0,-48.86,68.08,38.33,-3034.51,0,critical
5655bbb2-71b9-4b6e-85ef-e55147003c7a,4,2,2,rural,young_family,employed,9399,stable,708,227585.29,7282.91,3027.09,1633.15,True,home,0.0,-50.69,77.49,32.21,-4763.92,0,critical
5143373b-d22a-4b75-86fe-6cf1eb1b7378,4,2,2,rural,young_family,employed,6993,variable,419,121774.08,3368.44,2010.08,376.56,True,home,0.0,-31.33,48.17,28.74,-2190.63,0,critical
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,1,1,0,rural,young_professional,employed,6170,stable,604,33081.69,704.26,2170.11,452.61,False,emergency_fund,4.89,25.56,11.41,35.17,1577.09,86,none
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,3,2,1,suburban,young_family,employed,7205,stable,485,50679.63,1408.4,1095.35,543.71,True,home,5.2,24.85,19.55,15.2,1790.58,79,low
003e2d75-a732-4916-80ef-3aed883e3057,4,2,2,urban,young_family,employed,7219,stable,633,14316.36,335.46,1644.57,778.66,True,home,4.73,24.53,4.65,22.78,1770.6,91,none
e6e66676-ceff-4b21-811d-04c69c2c3a57,3,2,1,urban,young_family,employed,9927,stable,624,326696.28,9002.1,3266.15,1453.86,True,home,0.0,-57.33,90.68,32.9,-5691.6,0,critical
4e386502-f4d6-4a1d-a078-86845bb73f13,5,2,3,urban,established_family,employed,10205,stable,780,325836.69,5267.65,4002.01,633.87,True,retirement,0.0,-32.06,51.62,39.22,-3271.8,0,critical
06cdd833-e167-427d-b172-a63fb314eae3,1,1,0,urban,young_professional,employed,3826,variable,474,48568.58,1239.78,1222.48,336.51,True,emergency_fund,0.0,-8.67,32.4,31.95,-331.61,0,critical
c2783561-cf70-420f-84a3-16e66a421b87,3,2,1,rural,young_family,employed,8699,stable,588,55376.41,1686.75,2228.07,1465.0,True,home,2.98,16.29,19.39,25.61,1417.08,66,low
14ebeb28-1dcf-4fdc-990b-1234d6a2232e,2,2,0,rural,empty_nesters,employed,8392,stable,670,155715.88,5560.72,1258.8,1501.15,True,retirement,0.0,-15.92,66.26,15.0,-1335.78,0,critical
79b2e21d-c1d4-4650-a197-7ba820281f39,3,2,1,urban,young_family,employed,6032,variable,580,84795.66,3654.46,2081.31,980.6,True,home,0.0,-43.46,60.58,34.5,-2621.58,0,critical
2330e1af-eb60-4ce2-8faf-edc657c27cfb,4,2,2,suburban,young_family,employed,8329,stable,553,87360.56,890.72,3136.57,724.37,True,home,0.0,-5.62,10.69,37.66,-467.78,25,high
4d2a3e0d-81c2-4a82-be97-bb31af624681,2,2,0,urban,empty_nesters,employed,9782,variable,698,143714.87,5968.78,2689.74,1264.91,True,retirement,0.0,-9.79,61.02,27.5,-957.61,0,critical
a7181bf8-f506-4d58-a590-b6cbae961254,3,2,1,urban,young_family,employed,5742,stable,606,73056.79,2608.17,1894.51,877.18,True,home,0.0,-28.37,45.42,32.99,-1629.1,0,critical
f6a7f386-1f93-4aa0-bb11-3ea356c5ee66,5,2,3,urban,established_family,employed,9615,variable,714,259356.0,4578.78,4507.52,1391.41,True,retirement,0.0,-34.23,47.62,46.88,-3291.12,0,critical
ba2bca24-2ad4-4549-b7ea-4d60f73da106,2,2,0,urban,empty_nesters,employed,12263,stable,783,116517.4,2483.29,2979.59,973.56,True,retirement,8.95,38.14,20.25,24.3,4677.11,81,none
4e22b442-8cc8-450f-a0e3-2262784e2847,4,2,2,suburban,young_family,employed,9913,stable,765,31732.84,669.92,1486.95,1447.47,True,home,12.01,46.59,6.76,15.0,4618.33,93,none
8258c384-2838-46fc-b654-5f7a8af499a1,6,2,4,urban,established_family,employed,8697,stable,584,181757.47,8360.83,3237.04,1131.37,True,retirement,0.0,-87.2,96.13,37.22,-7584.11,0,critical
67eb972b-6f3a-4ad1-a4e7-c2adb661f54b,2,2,0,suburban,empty_nesters,employed,12254,stable,805,34123.08,894.04,3790.22,1875.96,True,retirement,12.0,48.24,7.3,30.93,5911.09,93,none
60e83a0e-929c-4dc0-a29b-71639c6cc937,1,1,0,urban,young_professional,employed,5553,stable,474,2538.36,65.49,1696.24,790.62,True,emergency_fund,11.6,42.53,1.18,30.55,2361.94,98,none
6b86721d-1f7b-46b7-873d-258f75bbd0aa,1,1,0,urban,young_professional,employed,3477,stable,300,20824.44,629.68,686.9,327.03,True,emergency_fund,6.04,28.13,18.11,19.76,978.17,83,none
b8caae0a-75be-406d-8286-3fd636713e16,4,2,2,urban,young_family,employed,7844,variable,602,154319.92,1666.57,1793.25,1114.56,True,home,0.46,2.86,21.25,22.86,224.39,32,high
cbfefd49-d275-4f69-8520-b736e7d510eb,1,1,0,urban,young_professional,employed,5935,stable,475,48688.94,1261.75,1622.34,317.84,True,emergency_fund,1.99,9.98,21.26,27.34,592.15,50,medium
9c8ca9be-70cd-4100-8f3b-c317cbb58e07,1,1,0,rural,young_professional,employed,3563,stable,465,103985.22,4553.14,1513.66,626.62,True,emergency_fund,0.0,-111.15,127.79,42.48,-3960.1,0,critical
f90bef62-5b6c-47fb-a0e0-d11f2fecb591,4,2,2,suburban,young_family,employed,8894,stable,597,98266.8,3161.15,1905.42,1530.94,True,home,0.33,2.28,35.54,21.42,203.11,18,critical
f496b849-be0c-4bbc-bb56-436bdd41bd6c,4,2,2,urban,young_family,employed,5163,stable,449,141158.86,3522.13,1680.84,661.52,False,home,0.0,-71.96,68.22,32.56,-3715.32,0,critical
8c046a70-6d01-4df3-8448-42cea376aa5f,5,2,3,rural,established_family,employed,12460,variable,750,374555.74,13150.81,5438.51,1695.04,True,retirement,0.0,-88.36,105.54,43.65,-11009.04,0,critical
d3b79704-5f66-4cfa-80fb-31ec8e60e43d,4,2,2,urban,young_family,employed,6073,stable,613,149074.87,6441.06,910.95,713.93,True,home,0.0,-82.14,106.06,15.0,-4988.55,0,critical
c7738dcd-dceb-4248-8c8f-6058f2613c94,3,2,1,suburban,young_family,employed,9534,variable,621,232207.34,10209.27,2808.73,656.43,True,home,0.0,-67.71,107.08,29.46,-6455.89,0,critical
e30b4cc4-edc8-4427-b80c-16be26edf14c,6,2,4,urban,established_family,employed,12814,stable,669,285133.21,11972.32,2839.75,2373.79,True,retirement,0.0,-59.49,93.43,22.16,-7622.84,0,critical
9275d725-269e-410f-b33c-f09b98147f43,2,2,0,rural,empty_nesters,employed,10081,stable,559,26704.32,744.53,5040.5,1766.82,True,retirement,1.83,10.42,7.39,50.0,1050.09,63,low
af210cb1-6fd3-4311-97c5-4fefeeea112a,4,2,2,urban,young_family,employed,6277,stable,476,6974.3,91.07,2077.71,503.04,True,home,1.21,7.35,1.45,33.1,461.62,61,low
79d2923d-b9e0-4089-b631-8475d70858c9,6,2,4,urban,established_family,employed,11537,variable,752,271487.1,11615.58,3441.46,2117.1,True,retirement,0.0,-70.01,100.68,29.83,-8077.54,0,critical
8510ef82-2fcc-448c-9f45-96f18fc45968,2,2,0,urban,empty_nesters,employed,7563,variable,514,175209.48,6005.09,2815.09,1102.14,True,retirement,0.0,-53.43,79.4,37.22,-4040.55,0,critical
251308ed-db89-4223-9bcd-a14e2b1f4548,4,2,2,suburban,young_family,employed,5490,variable,389,40709.18,1739.11,1679.65,591.87,True,home,0.0,-44.31,31.68,30.59,-2432.73,0,critical
554260dd-7e2f-4716-a506-84017778087b,5,2,3,rural,established_family,employed,8845,variable,718,237829.85,10679.26,2392.35,928.33,False,retirement,0.0,-107.93,120.74,27.05,-9546.45,0,critical
d19b122a-c7f5-4afa-806f-5798a54e058b,4,2,2,urban,young_family,employed,7197,stable,516,10931.24,279.12,3068.84,1424.3,True,home,0.0,-3.83,3.88,42.64,-275.35,34,high
7f93ef88-e558-4448-aeda-ba0b2a3717fa,1,1,0,urban,young_professional,employed,6839,stable,519,130621.26,4469.72,1822.88,668.05,True,emergency_fund,0.0,-31.06,65.36,26.65,-2124.38,0,critical
b4442493-22ab-407b-b01d-1bcf86052f5c,2,2,0,rural,empty_nesters,employed,11613,stable,676,79097.97,3648.29,3306.1,1528.23,True,retirement,1.88,10.73,31.42,28.47,1246.23,42,medium
71b42995-af28-4320-a532-ec061ef4b609,4,2,2,urban,young_family,employed,8549,stable,502,194099.61,2061.92,1282.35,751.85,True,home,0.93,5.33,24.12,15.0,455.76,36,high
66e9c714-b95c-4880-8127-2367292d55c3,4,2,2,rural,young_family,employed,5135,variable,327,99559.31,4469.33,1025.26,685.01,True,home,0.0,-76.62,87.04,19.97,-3934.39,0,critical
1ce6aed6-1af7-4125-8a86-cf1aa0c95811,4,2,2,suburban,established_family,employed,10276,variable,818,197790.31,6761.04,3067.18,1510.36,True,retirement,0.0,-29.69,65.79,29.85,-3050.54,0,critical
c2e1b766-5259-4649-9873-8e598fb57c15,1,1,0,urban,retiree,retired,3811,stable,456,12852.55,152.77,1684.4,360.39,True,other,2.19,12.23,4.01,44.2,466.11,70,low
eae40e3f-a467-4137-a0d1-39d2ce535e64,4,2,2,suburban,young_family,employed,6330,stable,474,90676.39,1031.82,1877.15,1071.92,True,home,0.0,-2.8,16.3,29.65,-177.25,25,high
36ae29f8-7dfd-49e1-8bc9-5e50d9400627,1,1,0,urban,young_professional,employed,4057,stable,391,18135.16,185.45,1070.58,632.07,True,emergency_fund,10.2,38.59,4.57,26.39,1565.71,95,none
90213b3d-3c4a-44b0-bb08-ad3b108ae944,6,2,4,urban,established_family,employed,11284,variable,636,221199.9,5607.94,3532.66,2155.93,True,retirement,0.0,-41.36,49.7,31.31,-4666.55,0,critical
47532c07-5712-4975-b9ab-0cf071e11a35,6,2,4,urban,established_family,employed,12975,stable,691,454359.32,19993.1,4334.51,2161.67,True,retirement,0.0,-132.98,154.09,33.41,-17254.68,0,critical
7adaf6f2-7fab-4510-938e-43ed67c3c83d,1,1,0,urban,young_professional,employed,3804,seasonal,362,26157.04,898.03,997.95,498.15,True,emergency_fund,1.79,10.63,23.61,26.23,404.27,48,medium
42654081-6ed5-4571-bade-bd697d265337,1,1,0,urban,retiree,retired,2896,stable,473,18882.12,836.54,1367.94,372.39,True,other,0.0,-34.6,28.89,47.24,-1001.99,1,critical
b326dea6-4192-46b8-ae66-c530386bc6f7,2,2,0,urban,retiree,retired,3570,stable,300,16130.17,701.67,535.5,400.5,True,other,0.0,-14.59,19.65,15.0,-520.69,9,critical
e4acea9f-dbf8-4555-9869-5e07d9463b32,1,1,0,urban,young_professional,employed,3526,variable,387,39851.01,1102.69,1493.52,608.37,True,emergency_fund,0.0,-18.54,31.27,42.36,-653.9,0,critical
e56e9f30-7a96-47a3-a034-573553adaab4,2,2,0,urban,empty_nesters,employed,10292,stable,741,40254.56,841.13,2903.48,1002.43,True,retirement,13.23,49.99,8.17,28.21,5144.81,92,none
5087674f-3fb4-4c59-ab72-45ced137e472,5,2,3,suburban,established_family,employed,13414,variable,850,243645.09,10394.44,4454.38,2228.28,True,retirement,0.0,-38.99,77.49,33.21,-5229.84,0,critical
3577f05d-c44e-4caa-bd00-139614c16b22,3,2,1,rural,young_family,employed,7122,stable,701,32881.78,1271.31,1068.3,1230.89,True,home,7.65,36.67,17.85,15.0,2611.7,83,none
e3bdb258-112d-40bd-bf5f-c9369f237414,1,1,0,urban,young_professional,employed,4275,stable,489,60227.84,749.9,1389.69,450.01,True,emergency_fund,2.27,12.74,17.54,32.51,544.7,59,medium
92493e7b-8d74-472d-9b96-4dcec0941def,1,1,0,urban,young_professional,employed,3851,variable,455,1642.32,59.22,1329.18,215.11,False,emergency_fund,6.06,29.65,1.54,34.52,1141.92,98,none
ce21084b-5462-43ec-8d8b-4b0169add897,3,2,1,urban,young_family,employed,7925,stable,456,68595.03,2020.7,3448.34,1143.25,True,home,0.0,-6.09,25.5,43.51,-482.34,11,critical
80ab2322-0d20-4b6f-8ead-44b0d9ede339,4,2,2,urban,young_family,employed,9040,stable,746,119712.23,4986.17,2438.61,506.08,False,home,0.0,-21.26,55.16,26.98,-1921.59,0,critical
f515f8c9-06e9-42e2-b8d6-95285561c521,1,1,0,urban,young_professional,employed,4047,stable,485,8366.16,280.68,1774.08,641.9,True,emergency_fund,1.38,7.73,6.94,43.84,313.0,57,medium
5a4abded-adf6-418a-b37b-631d5b2a7ad5,4,2,2,rural,young_family,employed,8249,stable,644,104708.34,4143.18,1237.35,558.5,True,home,0.0,-16.23,50.23,15.0,-1338.72,0,critical
03ee6984-1474-4c9a-8218-b01956859c29,4,2,2,suburban,young_family,employed,5938,stable,557,38466.81,470.25,2300.18,360.87,True,home,0.0,-1.53,7.92,38.74,-90.73,35,high
b4dbe6e6-a475-4923-83ae-e42044d9b9db,1,1,0,suburban,young_professional,employed,3107,variable,376,51800.12,1628.81,1044.71,376.33,True,emergency_fund,0.0,-21.5,52.42,33.62,-668.02,0,critical
972088f1-90d5-4754-8066-6e9d819e00fa,4,2,2,urban,established_family,employed,12585,variable,850,280501.77,4469.31,6120.9,1741.81,True,retirement,0.0,-9.61,35.51,48.64,-1209.56,0,critical
2077f3d6-4957-445c-978b-e64ed7d7f0f4,6,2,4,suburban,established_family,employed,10081,stable,686,65785.79,2762.59,2911.25,1396.25,True,retirement,0.0,-3.14,27.4,28.88,-316.94,14,critical
8a7ef22c-3ee7-427d-a3ca-bb589995db91,4,2,2,rural,young_family,employed,6468,stable,447,4743.4,91.53,970.2,1258.35,True,home,4.77,20.98,1.42,15.0,1357.06,94,none
210d8bf5-1a7c-426e-9ed8-68a355d0f8d8,1,1,0,urban,retiree,retired,5812,stable,600,30157.81,1478.88,1509.06,351.01,True,other,4.17,21.52,25.45,25.96,1250.75,71,low
d0fc3a32-52ad-4a4b-9afa-a57d016839b0,3,2,1,urban,young_family,employed,7847,stable,687,63043.86,2002.05,1859.36,1322.61,True,home,2.07,12.2,25.51,23.7,957.63,50,medium
0d46bf0a-0f25-468e-9ed0-d81b2efd11c1,5,2,3,urban,established_family,employed,12664,stable,636,265575.31,4973.4,4444.39,1909.71,True,retirement,0.0,-6.88,39.27,35.09,-871.45,0,critical
06993b18-a263-4945-8d9a-afa35870a190,3,2,1,suburban,young_family,employed,5960,stable,535,178060.91,6072.11,2287.47,728.75,True,home,0.0,-81.72,101.88,38.38,-4870.66,0,critical
7927915e-42ac-4179-90ad-b2d7ce19dc49,3,2,1,urban,young_family,employed,9911,stable,645,12502.88,528.79,4083.83,935.25,False,home,3.06,17.39,5.34,41.21,1723.9,81,none
1aae5785-d6b3-4440-b072-edc03158865d,1,1,0,rural,young_professional,employed,6451,seasonal,679,66808.21,3122.47,2983.56,548.95,True,emergency_fund,0.0,-12.12,48.4,46.25,-781.69,0,critical
0349f6a2-8f56-4275-b76f-b3739fe1624e,3,2,1,urban,young_family,employed,8116,stable,777,115303.81,1521.33,3242.94,409.27,True,home,1.28,8.71,18.74,39.96,707.15,48,medium
f0af53ad-b7fc-4c4d-bb4f-a59334679ab1,4,2,2,urban,young_family,employed,6633,stable,491,101122.59,3847.96,1402.8,689.13,False,home,0.0,-44.01,58.01,21.15,-2919.06,0,critical
6c435ab9-5c48-4a63-86a0-8f4c65daded2,5,2,3,rural,established_family,employed,14258,stable,690,381319.24,5790.57,2138.7,1117.93,False,retirement,1.29,8.95,40.61,15.0,1275.73,28,high
7057cd5d-0105-4fca-b66e-84b43aca34b8,2,2,0,urban,empty_nesters,employed,9811,seasonal,578,348974.93,3929.99,1471.65,1655.13,False,retirement,1.99,11.38,40.06,15.0,1116.26,35,high
e8e7d64b-3823-4437-8828-aeaf1f77a9bc,3,2,1,urban,young_family,employed,8504,stable,484,183985.89,3249.27,3172.93,1159.25,True,home,0.0,-12.99,38.21,37.31,-1104.65,0,critical
4e593e0d-ec6e-4b1b-bfe7-1491b5272e1d,2,2,0,urban,empty_nesters,employed,10502,stable,645,256977.21,11012.4,3437.0,1544.18,True,retirement,0.0,-63.45,104.86,32.73,-6663.78,0,critical
e297d911-d332-447f-8915-d7444021ebac,1,1,0,suburban,young_professional,employed,5941,stable,512,59190.83,1850.48,1695.56,793.09,True,emergency_fund,0.0,-3.11,31.15,28.54,-184.66,11,critical
7cf2ab33-1fa3-46d5-bb93-36d11533b7de,1,1,0,suburban,young_professional,employed,4818,seasonal,524,60116.32,1135.76,1628.65,317.44,True,emergency_fund,0.0,-0.06,23.57,33.8,-2.89,23,high
976fb0f7-e334-4ec5-b706-83e678c09ff6,2,2,0,suburban,empty_nesters,employed,8515,stable,668,286026.45,7610.29,1969.4,1456.14,True,retirement,0.0,-46.02,89.38,23.13,-3918.22,0,critical
26ddb880-4347-4638-a097-35e502fd95aa,2,2,0,urban,retiree,retired,4018,seasonal,555,16608.71,818.08,1379.29,746.24,True,other,0.81,5.33,20.36,34.33,214.33,39,high
5780249a-8a2f-487b-99de-0c09dd0e55d1,4,2,2,suburban,young_family,employed,6469,seasonal,372,217446.32,4491.54,1074.42,1132.82,True,home,0.0,-52.29,69.43,16.61,-3382.96,0,critical
7f026e5e-749a-46ef-8fb9-8abb6a77e2c4,1,1,0,urban,young_professional,employed,6672,stable,584,5940.11,202.28,2298.65,437.26,True,emergency_fund,9.45,37.64,3.03,34.45,2511.02,97,none
ddffd789-0013-48c7-b2cb-8407fb293cd7,4,2,2,suburban,established_family,employed,14843,stable,850,50587.68,2447.48,5773.43,2006.83,False,retirement,2.93,18.71,16.49,38.9,2776.47,73,low
2da29ca5-d70a-4b90-9077-fbbdc87e9505,1,1,0,rural,young_professional,employed,5665,stable,500,173746.6,5853.44,2304.61,628.09,False,emergency_fund,0.0,-75.36,103.33,40.68,-4269.14,0,critical
6b5037a7-fb27-403e-9442-3d5cdd27e7c0,2,2,0,urban,retiree,retired,3973,variable,429,23633.75,459.06,819.28,326.91,False,other,3.71,19.37,11.55,20.62,769.58,81,none
a8df4595-ff2b-4c87-aead-f3fe6fdefdc6,3,2,1,urban,young_family,employed,9662,stable,563,286464.01,11517.78,1750.64,1040.64,True,home,0.0,-71.93,119.21,18.12,-6949.57,0,critical
f3baa2e5-8f05-4b7a-a001-6cc7ebc71975,1,1,0,urban,retiree,retired,2796,stable,400,9320.86,297.09,1285.36,533.96,True,other,1.24,8.33,10.63,45.97,232.93,54,medium
b72000b6-bb39-41a4-9a6a-9470df31806b,1,1,0,urban,young_professional,employed,3415,stable,388,70584.46,2309.23,512.25,543.07,False,emergency_fund,0.0,-41.97,67.62,15.0,-1433.22,0,critical
657864e2-e96e-4a76-9b0b-a855c9e141bd,5,2,3,urban,established_family,employed,12038,variable,850,104570.15,3623.99,2642.92,1548.74,True,retirement,2.85,18.72,30.1,21.95,2253.64,60,low
c23eb3f6-2321-445e-8d0a-d92d05126f9e,2,2,0,urban,empty_nesters,employed,8536,stable,600,201175.71,8071.21,1996.55,1674.84,True,retirement,0.0,-49.07,94.55,23.39,-4188.5,0,critical
429ee889-a39e-448e-af7a-a3cf4659f802,4,2,2,rural,established_family,employed,14559,variable,850,320790.89,12247.16,3930.43,1095.31,False,retirement,0.0,-38.51,84.12,27.0,-5607.32,0,critical
a1a961b1-2739-48c7-b2d1-7c2a65ce1a5a,1,1,0,urban,young_professional,employed,4168,stable,303,41256.61,548.34,1287.16,321.97,True,emergency_fund,0.0,-2.57,13.16,30.88,-107.1,28,high
5185e8b7-55ca-4014-86fd-706cd75889b0,6,2,4,rural,established_family,employed,10070,seasonal,763,266359.64,8051.77,1712.94,1398.21,True,retirement,0.0,-41.91,79.96,17.01,-4220.16,0,critical
14038183-eca6-4cf5-9542-bd6d7f1a7cac,4,2,2,urban,young_family,employed,5990,stable,479,124504.68,3866.55,2277.95,1083.12,True,home,0.0,-75.16,64.55,38.03,-4502.28,0,critical
5ca42ee6-acf2-4685-84f9-82210dc437c4,4,2,2,suburban,established_family,employed,13309,stable,788,409431.34,6366.87,4356.05,2475.71,True,retirement,0.0,-7.94,47.84,32.73,-1056.82,0,critical
768657d5-4a12-4a4b-9130-aa5ef3604182,4,2,2,urban,young_family,employed,9165,stable,729,325758.85,15213.86,3135.59,808.88,True,home,0.0,-139.92,166.0,34.21,-12823.29,0,critical
ce203503-b2c8-4455-925c-ce24bfbefa90,4,2,2,urban,established_family,employed,10311,stable,698,220248.68,8916.21,5007.14,543.66,True,retirement,0.0,-73.25,86.47,48.56,-7552.66,0,critical
b4171093-5ef6-44f2-b4b4-1d55a0dc7263,3,2,1,urban,young_family,employed,7554,stable,633,77741.34,1554.66,2488.69,1132.34,True,home,0.99,6.4,20.58,32.95,483.55,41,medium
08c19908-6703-45a4-bd3c-f46e350f3a39,1,1,0,urban,young_professional,employed,6256,stable,458,32862.24,958.29,1923.83,501.1,True,emergency_fund,2.94,13.91,15.32,30.75,869.98,65,low
e86f29e2-a6d0-42c3-ad30-8aa600bb6657,4,2,2,urban,established_family,employed,11041,stable,680,293987.42,6846.82,2684.3,2059.09,True,retirement,0.0,-15.1,62.01,24.31,-1667.33,0,critical
7b322792-fed6-4912-883f-3c273005b8c9,3,2,1,suburban,young_family,employed,5194,variable,430,121668.57,3545.09,1895.25,684.65,True,home,0.0,-65.29,68.25,36.49,-3391.21,0,critical
9aba4fa1-6799-4c5c-b398-329265ff829a,2,2,0,suburban,empty_nesters,employed,9265,stable,683,125109.4,5914.22,2919.76,1330.72,True,retirement,0.0,-22.7,63.83,31.51,-2103.16,0,critical
73856e5e-257e-4c6f-896f-5f5fa48c965b,1,1,0,urban,young_professional,employed,5685,seasonal,383,17122.44,832.12,1111.6,650.03,True,emergency_fund,2.01,7.7,14.64,19.55,437.72,52,medium
6ac2bece-7239-4295-86a9-2a16aefeab08,1,1,0,suburban,retiree,retired,4902,stable,576,27159.85,1183.55,1192.02,475.38,False,other,4.1,22.12,24.14,24.32,1084.27,72,low
3a8987c8-e37a-4844-943d-c555afe9cf02,4,2,2,urban,young_family,employed,6486,variable,494,219377.22,8911.3,1129.81,475.39,False,home,0.0,-110.38,137.39,17.42,-7159.46,0,critical
efc618a3-5534-45de-8a92-0387c6030f9b,4,2,2,suburban,young_family,employed,7028,variable,624,83715.08,3131.16,2561.91,417.26,False,home,0.0,-35.78,44.55,36.45,-2514.37,0,critical
2be0e89b-b915-4947-9b3b-5fdbfaba32b2,1,1,0,urban,young_professional,employed,3133,stable,411,683.94,7.73,1414.62,515.17,True,emergency_fund,3.9,21.87,0.25,45.15,685.18,93,none
1c46396f-614f-47ba-a2ff-303d6a09614b,4,2,2,urban,young_family,employed,8290,variable,606,207658.67,10078.29,3692.09,651.42,True,home,0.0,-108.39,121.57,44.54,-8985.3,0,critical
