user_id,month_year,housing_utilities,groceries,restaurants_cafes,transportation_fuel,public_transport,healthcare_pharmacy,education_tuition,childcare,clothing_personal_care,entertainment_hobbies,subscriptions,other_shopping,gifts_charity,miscellaneous,total_expenses,total_essential_spending,total_discretionary_spending,essential_spending_ratio,discretionary_spending_ratio,savings_this_month,spending_vs_last_month_percentage,highest_spending_category,meets_50_30_20_rule
ced6057c-9bd6-4439-b1e5-79becb83c62e,2024-10,1068.74,186.81,260.59,91.24,193.01,76.5,0,0,186.11,333.95,114.23,112.77,71.84,40.98,5568.75,4448.28,1120.47,0.7988,0.2012,-1070.75,0.0,entertainment_hobbies,False
ced6057c-9bd6-4439-b1e5-79becb83c62e,2024-10,1062.99,200.68,356.46,110.4,194.54,77.59,0,0,338.1,375.27,143.42,171.32,148.9,73.74,6085.39,4478.18,1607.21,0.7359,0.2641,-1587.39,9.28,entertainment_hobbies,False
ced6057c-9bd6-4439-b1e5-79becb83c62e,2024-11,1010.92,174.51,367.23,89.6,175.13,76.37,0,0,242.78,245.98,138.33,133.74,109.62,99.19,5695.38,4358.51,1336.87,0.7653,0.2347,-1197.38,-6.41,restaurants_cafes,False
ced6057c-9bd6-4439-b1e5-79becb83c62e,2024-12,1038.45,204.46,283.14,116.3,195.11,79.24,0,0,284.6,143.55,149.6,145.3,80.11,76.52,5628.36,4465.54,1162.82,0.7934,0.2066,-1130.36,-1.18,clothing_personal_care,False
ced6057c-9bd6-4439-b1e5-79becb83c62e,2025-01,1024.73,230.74,441.06,80.01,181.57,80.13,0,0,137.21,200.21,106.93,56.97,128.49,51.83,5551.86,4429.16,1122.7,0.7978,0.2022,-1053.86,-1.36,restaurants_cafes,False
ced6057c-9bd6-4439-b1e5-79becb83c62e,2025-02,1079.62,173.38,541.2,107.9,183.68,72.31,0,0,217.67,247.31,123.89,182.37,37.76,58.7,5857.77,4448.87,1408.9,0.7595,0.2405,-1359.77,5.51,restaurants_cafes,False
ced6057c-9bd6-4439-b1e5-79becb83c62e,2025-03,1045.38,183.36,167.1,106.19,185.26,78.9,0,0,291.62,456.7,126.95,140.04,175.85,81.17,5870.5,4431.07,1439.43,0.7548,0.2452,-1372.5,0.22,entertainment_hobbies,False
ced6057c-9bd6-4439-b1e5-79becb83c62e,2025-04,1060.1,241.45,335.39,108.65,195.95,76.36,0,0,261.62,208.06,104.5,172.12,91.04,82.15,5769.37,4514.49,1254.88,0.7825,0.2175,-1271.37,-1.72,restaurants_cafes,False
ced6057c-9bd6-4439-b1e5-79becb83c62e,2025-05,1055.57,208.76,642.53,104.26,182.29,76.37,0,0,329.73,260.25,143.13,238.71,171.02,51.87,6296.47,4459.23,1837.24,0.7082,0.2918,-1798.47,9.14,restaurants_cafes,False
ced6057c-9bd6-4439-b1e5-79becb83c62e,2025-06,1047.29,189.52,288.47,108.08,191.59,78.64,0,0,233.79,244.03,132.53,137.28,87.16,87.81,5658.17,4447.1,1211.07,0.786,0.214,-1160.17,-10.14,restaurants_cafes,False
ced6057c-9bd6-4439-b1e5-79becb83c62e,2025-07,1038.19,230.48,644.85,91.87,189.98,76.38,0,0,526.92,426.0,190.83,185.03,185.18,68.2,6685.89,4458.88,2227.01,0.6669,0.3331,-2187.89,18.16,restaurants_cafes,False
ced6057c-9bd6-4439-b1e5-79becb83c62e,2025-08,1019.06,187.59,411.19,94.56,178.95,73.9,0,0,369.31,142.79,110.78,71.7,228.42,60.68,5780.91,4386.04,1394.87,0.7587,0.2413,-1282.91,-13.54,restaurants_cafes,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2024-10,2655.7,377.34,188.23,70.22,187.58,205.88,150,400,108.54,163.91,70.62,53.26,46.47,32.32,8938.61,8275.26,663.35,0.9258,0.0742,-2727.61,0.0,groceries,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2024-10,2707.4,503.06,184.41,102.33,185.71,231.13,150,400,177.68,94.59,86.82,123.22,118.21,56.72,9349.82,8508.17,841.65,0.91,0.09,-3138.82,4.6,groceries,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2024-11,2737.61,442.91,200.76,72.42,191.97,210.98,150,400,135.46,130.01,77.49,99.68,19.12,49.15,9146.1,8434.43,711.67,0.9222,0.0778,-2935.1,-2.18,groceries,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2024-12,2676.38,482.3,188.25,88.4,189.27,222.6,150,400,193.5,172.56,71.66,40.0,24.81,36.03,9164.3,8437.49,726.81,0.9207,0.0793,-2953.3,0.2,groceries,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2025-01,2791.38,551.51,311.72,104.22,205.2,221.55,150,400,161.26,182.74,76.31,70.25,52.9,47.93,9555.51,8652.4,903.11,0.9055,0.0945,-3344.51,4.27,groceries,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2025-02,2645.71,505.79,171.85,92.51,208.74,229.48,150,400,52.94,122.2,63.6,68.01,57.12,20.89,9017.38,8460.77,556.61,0.9383,0.0617,-2806.38,-5.63,groceries,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2025-03,2577.99,472.62,244.99,100.5,191.06,239.4,150,400,187.6,145.91,73.48,77.44,79.35,37.73,9206.61,8360.11,846.5,0.9081,0.0919,-2995.61,2.1,groceries,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2025-04,2684.47,585.7,48.55,73.2,191.97,230.67,150,400,161.61,101.71,61.76,85.83,65.58,32.79,9102.38,8544.55,557.83,0.9387,0.0613,-2891.38,-1.13,groceries,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2025-05,2645.36,531.72,294.77,94.82,201.82,223.91,150,400,191.37,148.09,66.03,67.72,98.37,19.66,9362.18,8476.17,886.01,0.9054,0.0946,-3151.18,2.85,groceries,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2025-06,2662.68,614.21,199.04,99.49,204.07,233.4,150,400,222.13,140.4,82.49,71.59,92.96,33.56,9434.56,8592.39,842.17,0.9107,0.0893,-3223.56,0.77,groceries,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2025-07,2683.86,563.22,335.52,119.2,187.03,216.59,150,400,243.68,158.11,89.1,72.42,55.02,35.17,9537.46,8548.44,989.02,0.8963,0.1037,-3326.46,1.09,groceries,False
70f0c9c6-2f77-4d43-b09b-d980e32f5243,2025-08,2595.82,488.22,189.1,103.85,192.99,222.9,150,400,181.25,72.42,83.0,89.44,84.65,48.98,9131.16,8382.32,748.84,0.918,0.082,-2920.16,-4.26,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2024-10,3218.54,639.44,440.93,413.86,45.94,300.25,300,800,207.97,268.44,107.07,86.77,109.69,67.5,14289.31,13000.94,1288.37,0.9098,0.0902,-4890.31,0.0,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2024-10,3236.87,575.78,465.91,370.44,45.57,313.59,300,800,296.46,247.52,134.76,170.42,178.81,81.26,14500.3,12925.16,1575.14,0.8914,0.1086,-5101.3,1.48,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2024-11,3307.1,689.15,293.35,382.33,47.32,306.22,300,800,188.14,267.52,83.94,99.55,73.63,82.89,14204.05,13115.03,1089.02,0.9233,0.0767,-4805.05,-2.04,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2024-12,3249.41,547.91,367.4,364.36,48.64,308.63,300,800,305.51,374.87,172.28,200.04,166.02,72.99,14560.97,12901.86,1659.11,0.8861,0.1139,-5161.97,2.51,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2025-01,3273.89,535.16,360.19,393.56,44.06,311.0,300,800,175.46,253.84,121.28,116.65,112.94,58.57,14139.51,12940.58,1198.93,0.9152,0.0848,-4740.51,-2.89,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2025-02,3285.07,541.2,198.55,330.84,43.34,314.58,300,800,140.36,173.2,77.0,65.17,91.05,54.48,13697.75,12897.94,799.81,0.9416,0.0584,-4298.75,-3.12,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2025-03,3221.44,657.87,292.3,350.76,46.03,295.8,300,800,103.1,154.45,79.01,73.24,51.08,38.78,13746.77,12954.81,791.96,0.9424,0.0576,-4347.77,0.36,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2025-04,3205.9,427.01,418.25,354.17,47.23,317.12,300,800,269.42,279.74,127.75,117.41,121.17,42.89,14110.97,12734.34,1376.63,0.9024,0.0976,-4711.97,2.65,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2025-05,3340.49,604.58,440.81,389.4,48.88,298.16,300,800,164.61,376.79,112.69,139.79,91.48,57.94,14448.53,13064.42,1384.11,0.9042,0.0958,-5049.53,2.39,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2025-06,3257.4,575.4,249.51,348.58,40.4,305.3,300,800,283.17,266.61,82.05,98.6,116.97,39.68,14046.58,12909.99,1136.59,0.9191,0.0809,-4647.58,-2.78,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2025-07,3230.12,596.19,294.73,363.48,47.31,310.44,300,800,303.96,276.54,87.58,79.75,120.68,59.85,14153.54,12930.45,1223.09,0.9136,0.0864,-4754.54,0.76,groceries,False
5655bbb2-71b9-4b6e-85ef-e55147003c7a,2025-08,3234.25,711.65,308.73,455.73,41.05,298.88,300,800,125.57,220.14,84.12,67.2,73.99,52.58,14056.8,13124.47,932.33,0.9337,0.0663,-4657.8,-0.68,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2024-10,2222.33,616.95,436.68,294.8,50.69,299.1,300,800,221.43,212.67,102.81,138.23,151.21,63.28,9278.62,7952.31,1326.31,0.8571,0.1429,-2285.62,0.0,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2024-10,2263.5,630.65,330.31,359.64,48.03,310.83,300,800,268.88,285.31,120.07,151.67,155.99,59.59,9452.91,8081.09,1371.82,0.8549,0.1451,-2459.91,1.88,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2024-11,2229.04,692.28,208.27,313.02,49.78,321.36,300,800,73.78,130.42,66.35,109.31,42.94,36.2,8741.19,8073.92,667.27,0.9237,0.0763,-1748.19,-7.53,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2024-12,2285.65,510.98,253.85,342.32,51.58,309.1,300,800,209.37,199.47,115.03,126.8,125.73,71.9,9070.22,7968.07,1102.15,0.8785,0.1215,-2077.22,3.76,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2025-01,2107.8,496.13,219.59,356.82,49.04,298.34,300,800,289.75,282.05,117.39,66.72,58.37,41.83,8852.27,7776.57,1075.7,0.8785,0.1215,-1859.27,-2.4,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2025-02,2182.12,609.87,114.17,372.45,51.35,327.98,300,800,195.7,260.6,70.54,64.58,107.07,19.78,8844.65,8012.21,832.44,0.9059,0.0941,-1851.65,-0.09,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2025-03,2241.31,465.65,446.97,331.93,53.23,288.62,300,800,351.15,246.13,124.12,180.73,50.84,42.77,9291.89,7849.18,1442.71,0.8447,0.1553,-2298.89,5.06,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2025-04,2237.7,617.92,209.47,262.81,50.56,286.66,300,800,290.45,291.43,95.12,122.68,91.1,55.76,9080.1,7924.09,1156.01,0.8727,0.1273,-2087.1,-2.28,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2025-05,2328.27,614.07,394.35,368.02,49.69,336.59,300,800,304.31,460.57,153.29,216.14,29.99,65.31,9789.04,8165.08,1623.96,0.8341,0.1659,-2796.04,7.81,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2025-06,2127.43,607.62,316.04,273.57,48.79,297.24,300,800,251.06,107.14,101.69,63.03,110.98,45.02,8818.05,7823.09,994.96,0.8872,0.1128,-1825.05,-9.92,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2025-07,2210.96,640.38,402.53,350.5,47.81,307.82,300,800,198.22,473.81,118.08,105.4,158.59,64.09,9546.63,8025.91,1520.72,0.8407,0.1593,-2553.63,8.26,groceries,False
5143373b-d22a-4b75-86fe-6cf1eb1b7378,2025-08,2206.86,649.21,467.1,293.16,50.07,276.06,300,800,268.07,336.22,112.65,104.11,137.46,68.59,9438.0,7943.8,1494.2,0.8417,0.1583,-2445.0,-1.14,groceries,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2024-10,2375.64,169.59,171.82,383.16,12.13,180.89,0,0,69.09,63.63,55.56,34.47,45.06,22.17,4287.47,3825.67,461.8,0.8923,0.1077,1882.53,0.0,restaurants_cafes,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2024-10,2407.24,185.47,96.25,417.08,11.29,174.45,0,0,90.56,105.9,72.57,45.39,68.98,36.51,4415.95,3899.79,516.16,0.8831,0.1169,1754.05,3.0,groceries,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2024-11,2356.3,210.74,173.98,395.98,12.64,184.24,0,0,124.22,91.83,47.94,38.84,35.58,25.32,4401.87,3864.16,537.71,0.8778,0.1222,1768.13,-0.32,groceries,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2024-12,2296.73,227.64,149.45,376.16,10.82,185.96,0,0,154.68,94.7,60.38,97.27,98.78,24.92,4481.75,3801.57,680.18,0.8482,0.1518,1688.25,1.81,groceries,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2025-01,2328.13,175.5,172.93,447.05,11.43,193.91,0,0,253.34,275.01,94.82,106.98,128.35,42.06,4933.77,3860.28,1073.49,0.7824,0.2176,1236.23,10.09,entertainment_hobbies,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2025-02,2385.19,193.74,292.03,352.36,12.39,196.97,0,0,172.62,177.28,87.68,60.86,74.4,41.14,4750.92,3844.91,906.01,0.8093,0.1907,1419.08,-3.71,restaurants_cafes,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2025-03,2430.66,167.85,-21.01,403.24,12.84,176.0,0,0,175.73,196.11,71.4,78.72,72.61,40.04,4508.45,3894.85,613.6,0.8639,0.1361,1661.55,-5.1,entertainment_hobbies,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2025-04,2356.02,215.95,218.17,349.73,11.75,189.25,0,0,157.15,141.14,95.04,113.12,90.55,48.05,4690.18,3826.96,863.22,0.816,0.184,1479.82,4.03,restaurants_cafes,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2025-05,2292.69,209.37,225.8,447.85,11.97,196.84,0,0,137.37,133.52,73.56,65.2,68.19,41.96,4608.58,3862.98,745.6,0.8382,0.1618,1561.42,-1.74,restaurants_cafes,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2025-06,2425.42,204.41,127.92,397.7,13.12,204.19,0,0,109.14,156.48,52.08,26.73,49.94,24.71,4496.1,3949.1,547.0,0.8783,0.1217,1673.9,-2.44,groceries,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2025-07,2422.94,218.29,268.08,418.46,11.86,198.57,0,0,210.89,179.56,79.13,74.35,103.5,17.88,4907.77,3974.38,933.39,0.8098,0.1902,1262.23,9.16,restaurants_cafes,False
d2e04944-4c8f-49c6-9e7e-2c7d47fb4a62,2025-08,2347.36,190.2,287.01,416.15,13.29,171.21,0,0,121.63,142.14,82.5,85.33,24.64,46.41,4632.13,3842.47,789.66,0.8295,0.1705,1537.87,-5.62,restaurants_cafes,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2024-10,1203.91,438.78,385.93,194.38,16.09,220.97,150,400,237.64,309.68,106.13,138.32,124.13,36.62,5370.98,4032.53,1338.45,0.7508,0.2492,1834.02,0.0,groceries,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2024-10,1196.75,468.55,114.7,226.68,17.62,264.62,150,400,160.61,167.23,75.64,102.23,90.51,24.34,4867.88,4132.62,735.26,0.849,0.151,2337.12,-9.37,groceries,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2024-11,1235.24,545.67,357.73,163.3,16.62,234.2,150,400,214.77,256.98,128.33,214.61,168.74,38.45,5533.04,4153.43,1379.61,0.7507,0.2493,1671.96,13.66,groceries,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2024-12,1250.07,457.58,376.13,225.98,16.45,234.32,150,400,188.61,217.96,144.17,83.28,141.06,74.06,5368.07,4142.8,1225.27,0.7717,0.2283,1836.93,-2.98,groceries,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2025-01,1237.41,566.86,466.81,178.04,16.23,214.69,150,400,300.87,269.88,119.39,83.7,157.8,80.55,5650.63,4171.63,1479.0,0.7383,0.2617,1554.37,5.26,groceries,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2025-02,1194.96,551.99,307.8,201.43,14.99,237.67,150,400,343.43,244.48,115.74,139.1,125.24,70.37,5505.6,4159.44,1346.16,0.7555,0.2445,1699.4,-2.57,groceries,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2025-03,1209.92,505.71,382.32,210.34,15.99,221.12,150,400,247.58,342.92,154.78,173.09,131.03,56.26,5609.46,4121.48,1487.98,0.7347,0.2653,1595.54,1.89,groceries,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2025-04,1221.02,521.23,349.62,182.04,16.12,222.03,150,400,184.13,372.83,162.57,150.46,151.52,117.28,5609.25,4120.84,1488.41,0.7347,0.2653,1595.75,-0.0,groceries,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2025-05,1205.94,497.37,314.65,230.06,15.48,218.69,150,400,139.8,176.41,118.99,95.24,164.06,70.0,5205.09,4125.94,1079.15,0.7927,0.2073,1999.91,-7.21,groceries,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2025-06,1159.99,569.68,277.61,213.32,16.88,232.74,150,400,304.05,407.12,150.15,86.07,95.55,114.36,5585.92,4151.01,1434.91,0.7431,0.2569,1619.08,7.32,groceries,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2025-07,1222.95,475.52,263.47,184.57,16.0,233.95,150,400,150.96,211.22,119.91,116.51,61.78,48.47,5063.71,4091.39,972.32,0.808,0.192,2141.29,-9.35,groceries,False
e1d017f3-7f5a-419f-8099-c0fd0c89fe71,2025-08,1219.06,526.28,536.96,218.99,15.97,208.9,150,400,258.06,285.39,116.16,106.38,87.44,65.39,5603.38,4147.6,1455.78,0.7402,0.2598,1601.62,10.66,restaurants_cafes,False
003e2d75-a732-4916-80ef-3aed883e3057,2024-10,1926.0,576.8,386.29,70.48,166.96,311.47,300,800,141.8,39.41,125.99,101.36,29.1,71.47,5382.59,4487.17,895.42,0.8336,0.1664,1836.41,0.0,groceries,False
003e2d75-a732-4916-80ef-3aed883e3057,2024-10,1884.86,561.21,177.9,66.91,170.38,285.46,300,800,135.75,192.45,65.56,46.01,50.09,19.78,5091.82,4404.28,687.54,0.865,0.135,2127.18,-5.4,groceries,False
003e2d75-a732-4916-80ef-3aed883e3057,2024-11,1900.2,610.53,259.72,65.31,161.72,302.63,300,800,280.85,191.95,96.31,78.97,176.89,47.73,5608.27,4475.85,1132.42,0.7981,0.2019,1610.73,10.14,groceries,False
003e2d75-a732-4916-80ef-3aed883e3057,2024-12,1889.71,606.89,372.48,65.27,163.38,304.45,300,800,188.9,172.88,124.36,78.65,173.44,61.92,5637.79,4465.16,1172.63,0.792,0.208,1581.21,0.53,groceries,False
003e2d75-a732-4916-80ef-3aed883e3057,2025-01,1936.9,642.18,291.82,65.35,164.79,305.95,300,800,170.91,133.01,67.9,92.07,61.72,45.11,5413.17,4550.63,862.54,0.8407,0.1593,1805.83,-3.98,groceries,False
003e2d75-a732-4916-80ef-3aed883e3057,2025-02,1914.42,630.26,307.15,66.81,178.12,307.26,300,800,217.76,181.84,80.99,73.04,76.7,48.73,5518.54,4532.33,986.21,0.8213,0.1787,1700.46,1.95,groceries,False
003e2d75-a732-4916-80ef-3aed883e3057,2025-03,1870.15,650.76,367.95,69.87,170.69,284.31,300,800,134.8,235.32,96.79,110.72,86.41,59.44,5572.67,4481.24,1091.43,0.8041,0.1959,1646.33,0.98,groceries,False
003e2d75-a732-4916-80ef-3aed883e3057,2025-04,1879.13,599.22,406.75,67.89,174.73,320.6,300,800,90.9,277.11,113.71,124.02,99.91,56.37,5645.8,4477.03,1168.77,0.793,0.207,1573.2,1.31,groceries,False
003e2d75-a732-4916-80ef-3aed883e3057,2025-05,1936.6,645.41,219.62,63.05,174.01,291.29,300,800,177.91,115.74,90.88,107.5,67.43,33.29,5358.19,4545.82,812.37,0.8484,0.1516,1860.81,-5.09,groceries,False
003e2d75-a732-4916-80ef-3aed883e3057,2025-06,1959.05,666.96,95.63,64.59,175.27,325.88,300,800,87.15,96.09,45.6,53.37,47.66,27.37,5080.08,4627.21,452.87,0.9109,0.0891,2138.92,-5.19,groceries,False
003e2d75-a732-4916-80ef-3aed883e3057,2025-07,1878.05,490.14,246.98,57.64,170.64,294.04,300,800,224.02,235.91,112.95,55.95,91.95,69.2,5362.93,4325.97,1036.96,0.8066,0.1934,1856.07,5.57,groceries,False
003e2d75-a732-4916-80ef-3aed883e3057,2025-08,1959.36,656.7,242.94,69.38,168.62,289.19,300,800,244.99,229.03,108.67,135.41,122.04,47.12,5708.91,4578.71,1130.2,0.802,0.198,1510.09,6.45,groceries,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2024-10,3607.4,436.39,462.81,131.9,165.82,219.84,150,400,169.72,400.9,174.18,184.11,178.95,146.21,15830.33,14113.45,1716.88,0.8915,0.1085,-5903.33,0.0,restaurants_cafes,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2024-10,3562.7,447.83,403.4,136.97,179.63,235.42,150,400,102.34,216.98,120.41,112.29,92.43,57.49,15219.99,14114.65,1105.34,0.9274,0.0726,-5292.99,-3.86,groceries,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2024-11,3611.74,554.75,426.1,135.11,193.92,233.36,150,400,213.51,222.49,105.97,70.51,91.7,59.77,15471.03,14280.98,1190.05,0.9231,0.0769,-5544.03,1.65,groceries,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2024-12,3494.61,513.15,652.03,135.84,194.25,242.83,150,400,314.62,242.56,153.94,193.9,146.03,65.72,15901.58,14132.78,1768.8,0.8888,0.1112,-5974.58,2.78,restaurants_cafes,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2025-01,3677.55,530.46,547.39,118.29,173.64,220.99,150,400,269.5,248.93,130.28,145.48,138.1,66.37,15819.08,14273.03,1546.05,0.9023,0.0977,-5892.08,-0.52,restaurants_cafes,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2025-02,3598.9,449.67,374.38,119.46,189.76,227.6,150,400,193.56,240.19,78.85,80.25,104.07,44.77,15253.56,14137.49,1116.07,0.9268,0.0732,-5326.56,-3.57,groceries,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2025-03,3613.44,491.0,218.06,123.18,179.98,221.11,150,400,252.41,268.27,113.71,177.29,155.27,39.75,15405.57,14180.81,1224.76,0.9205,0.0795,-5478.57,1.0,groceries,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2025-04,3526.81,483.44,523.36,123.88,175.84,224.29,150,400,153.0,111.5,123.86,177.57,137.66,51.76,15365.07,14086.36,1278.71,0.9168,0.0832,-5438.07,-0.26,restaurants_cafes,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2025-05,3654.44,486.46,462.41,127.24,173.46,238.27,150,400,287.25,344.61,137.8,312.99,145.16,88.75,16010.94,14231.97,1778.97,0.8889,0.1111,-6083.94,4.2,groceries,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2025-06,3514.7,600.92,658.8,111.7,194.86,219.33,150,400,285.53,357.8,128.82,162.55,156.14,65.94,16009.19,14193.61,1815.58,0.8866,0.1134,-6082.19,-0.01,restaurants_cafes,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2025-07,3590.72,546.71,274.41,127.82,170.87,210.84,150,400,154.75,256.69,94.8,116.27,74.18,40.39,15210.55,14199.06,1011.49,0.9335,0.0665,-5283.55,-4.99,groceries,False
e6e66676-ceff-4b21-811d-04c69c2c3a57,2025-08,3591.72,541.65,479.36,118.65,194.71,226.6,150,400,385.9,249.72,120.27,189.93,214.41,61.27,15926.29,14225.43,1700.86,0.8932,0.1068,-5999.29,4.71,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2024-10,4132.74,709.41,393.31,68.16,183.88,347.59,450,1200,487.82,214.47,137.76,143.45,144.0,88.43,13968.67,12359.43,1609.24,0.8848,0.1152,-3763.67,0.0,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2024-10,4217.47,773.85,120.98,82.72,199.99,383.41,450,1200,291.07,212.97,81.77,103.85,126.63,63.94,13576.3,12575.09,1001.21,0.9263,0.0737,-3371.3,-2.81,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2024-11,4112.38,644.97,245.58,98.68,182.55,398.75,450,1200,348.56,236.96,98.27,90.51,105.28,22.08,13502.22,12354.98,1147.24,0.915,0.085,-3297.22,-0.55,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2024-12,4053.81,591.38,439.85,75.06,200.34,394.93,450,1200,131.98,228.41,161.79,162.77,161.08,72.53,13591.58,12233.17,1358.41,0.9001,0.0999,-3386.58,0.66,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2025-01,4171.82,599.79,289.19,62.28,194.28,354.46,450,1200,77.16,167.66,66.52,92.54,94.92,37.12,13125.39,12300.28,825.11,0.9371,0.0629,-2920.39,-3.43,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2025-02,4186.71,686.01,210.67,84.47,197.76,370.36,450,1200,62.34,105.76,56.74,81.09,86.43,28.79,13074.78,12442.96,631.82,0.9517,0.0483,-2869.78,-0.39,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2025-03,4019.19,684.9,590.64,89.17,187.87,370.54,450,1200,288.09,282.91,125.47,101.96,131.02,67.4,13856.81,12269.32,1587.49,0.8854,0.1146,-3651.81,5.98,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2025-04,4094.81,714.42,201.7,88.56,200.08,394.87,450,1200,96.37,91.07,64.34,108.3,115.07,34.18,13121.42,12410.39,711.03,0.9458,0.0542,-2916.42,-5.31,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2025-05,4004.69,583.1,291.62,89.43,199.93,360.18,450,1200,142.8,186.11,79.75,46.62,100.01,25.0,13026.89,12154.98,871.91,0.9331,0.0669,-2821.89,-0.72,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2025-06,4190.82,667.48,424.81,84.24,187.57,346.17,450,1200,283.63,336.35,182.05,134.93,153.51,72.44,13981.65,12393.93,1587.72,0.8864,0.1136,-3776.65,7.33,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2025-07,4280.19,628.22,372.54,87.06,215.39,362.45,450,1200,271.58,312.0,130.54,122.79,104.57,50.5,13855.48,12490.96,1364.52,0.9015,0.0985,-3650.48,-0.9,groceries,False
4e386502-f4d6-4a1d-a078-86845bb73f13,2025-08,4059.34,578.22,162.85,84.81,202.36,373.15,450,1200,155.61,218.42,86.61,87.16,80.76,33.5,13040.44,12215.53,824.91,0.9367,0.0633,-2835.44,-5.88,groceries,False
